step,lr,loss,e_rmse,f_rmse,pref_e,pref_f
31300,1.151000e-05,185.911300,0.945900,1.101200,0.000000,0.000000
31400,1.143000e-05,160.758900,0.318600,1.025300,0.000000,0.000000
31500,1.135000e-05,79.933900,0.615700,0.722800,0.000000,0.000000
31600,1.127000e-05,75.542000,0.005900,0.703600,0.000000,0.000000
31700,1.119000e-05,68.505000,1.015000,0.668600,0.000000,0.000000
31800,1.112000e-05,80.580300,0.014800,0.727400,0.000000,0.000000
31900,1.104000e-05,56.872500,0.072200,0.611400,0.000000,0.000000
32000,1.096000e-05,60.117200,0.759600,0.627800,0.000000,0.000000
32100,1.089000e-05,148.120700,0.407800,0.987400,0.000000,0.000000
32200,1.081000e-05,69.442200,0.851600,0.675300,0.000000,0.000000
32300,1.074000e-05,93.009500,0.603100,0.782900,0.000000,0.000000
32400,1.067000e-05,294.622800,0.260700,1.394900,0.000000,0.000000
32500,1.059000e-05,125.835100,0.040400,0.912100,0.000000,0.000000
32600,1.052000e-05,157.210700,0.446700,1.019800,0.000000,0.000000
32700,1.045000e-05,176.622300,0.957600,1.080700,0.000000,0.000000
32800,1.038000e-05,48.608500,0.257100,0.567600,0.000000,0.000000
32900,1.030000e-05,70.768900,0.030400,0.685400,0.000000,0.000000
33000,1.023000e-05,50.523500,0.120900,0.579400,0.000000,0.000000
33100,1.016000e-05,337.959800,0.549100,1.499000,0.000000,0.000000
33200,1.009000e-05,312.631700,0.009400,1.442700,0.000000,0.000000
33300,1.002000e-05,147.439700,0.601800,0.990800,0.000000,0.000000
33400,9.954000e-06,72.048200,0.021800,0.693300,0.000000,0.000000
33500,9.886000e-06,49.650900,0.405400,0.575500,0.000000,0.000000
33600,9.817000e-06,448.589700,0.002000,1.731600,0.000000,0.000000
33700,9.750000e-06,46.670700,0.201600,0.558700,0.000000,0.000000
33800,9.683000e-06,89.711400,0.852600,0.774000,0.000000,0.000000
33900,9.616000e-06,56.318800,0.910500,0.612800,0.000000,0.000000
34000,9.550000e-06,134.412200,0.428800,0.949500,0.000000,0.000000
34100,9.484000e-06,52.539900,0.232600,0.594000,0.000000,0.000000
34200,9.419000e-06,46.778200,0.234200,0.560800,0.000000,0.000000
34300,9.354000e-06,121.807200,0.109000,0.905500,0.000000,0.000000
34400,9.290000e-06,158.421100,0.330300,1.033100,0.000000,0.000000
34500,9.226000e-06,76.246000,0.133300,0.717100,0.000000,0.000000
34600,9.162000e-06,83.788500,0.568100,0.751600,0.000000,0.000000
34700,9.099000e-06,80.857800,0.908900,0.737800,0.000000,0.000000
34800,9.036000e-06,110.273000,0.580400,0.863300,0.000000,0.000000
34900,8.974000e-06,71.301500,0.199000,0.694800,0.000000,0.000000
35000,8.913000e-06,72.679200,0.181300,0.701900,0.000000,0.000000
35100,8.851000e-06,272.485900,0.023800,1.359900,0.000000,0.000000
35200,8.790000e-06,113.051300,0.371400,0.876200,0.000000,0.000000
35300,8.730000e-06,129.383800,0.369300,0.937800,0.000000,0.000000
35400,8.670000e-06,51.020500,0.365600,0.589000,0.000000,0.000000
35500,8.610000e-06,418.677500,0.249600,1.689000,0.000000,0.000000
35600,8.551000e-06,78.993200,0.492400,0.733600,0.000000,0.000000
35700,8.492000e-06,90.782500,0.591900,0.786700,0.000000,0.000000
35800,8.433000e-06,55.874900,0.876900,0.616300,0.000000,0.000000
35900,8.375000e-06,74.787900,1.067500,0.713200,0.000000,0.000000
36000,8.318000e-06,163.364500,0.752500,1.057100,0.000000,0.000000
36100,8.260000e-06,135.602500,0.733200,0.963500,0.000000,0.000000
36200,8.204000e-06,65.866700,0.054800,0.672400,0.000000,0.000000
36300,8.147000e-06,148.280600,0.299500,1.009200,0.000000,0.000000
36400,8.091000e-06,52.133700,0.134400,0.598800,0.000000,0.000000
36500,8.035000e-06,53.004500,0.252300,0.603900,0.000000,0.000000
36600,7.980000e-06,88.288000,0.395100,0.779800,0.000000,0.000000
36700,7.925000e-06,41.683400,0.611500,0.535300,0.000000,0.000000
36800,7.870000e-06,49.432700,0.677900,0.583200,0.000000,0.000000
36900,7.816000e-06,81.455500,0.758300,0.749400,0.000000,0.000000
37000,7.762000e-06,43.213900,0.299500,0.546600,0.000000,0.000000
37100,7.709000e-06,77.467000,0.369800,0.732300,0.000000,0.000000
37200,7.656000e-06,83.440700,0.401900,0.760400,0.000000,0.000000
37300,7.603000e-06,112.618800,0.801500,0.883200,0.000000,0.000000
37400,7.551000e-06,248.710600,0.748500,1.314100,0.000000,0.000000
37500,7.499000e-06,249.617800,1.083200,1.316500,0.000000,0.000000
37600,7.447000e-06,41.763100,0.705600,0.538000,0.000000,0.000000
37700,7.396000e-06,49.872200,0.736800,0.588300,0.000000,0.000000
37800,7.345000e-06,267.842600,0.215500,1.367100,0.000000,0.000000
37900,7.295000e-06,64.583200,0.087700,0.671700,0.000000,0.000000
